cliente_id,mes,asignados,vistos,aceptados,completados
776189.0,2023-03,1,0,0,0
776189.0,2023-04,2,0,0,0
776189.0,2023-06,1,0,0,0
776189.0,2023-07,1,0,0,0
776299.0,2022-08,1,1,1,0
776299.0,2022-10,1,1,1,1
776299.0,2022-11,2,0,0,0
776299.0,2022-12,1,0,0,0
776299.0,2023-01,1,0,0,0
776299.0,2023-02,2,0,0,0
776299.0,2023-03,1,0,0,0
776299.0,2023-04,2,0,0,0
776299.0,2023-05,1,0,0,0
776299.0,2023-06,1,1,1,1
776299.0,2023-07,1,0,0,0
776299.0,2023-08,1,1,1,1
776299.0,2023-09,3,3,3,1
776299.0,2023-10,1,1,1,0
776517.0,2022-08,1,1,1,0
776517.0,2022-09,1,1,1,0
776517.0,2022-10,1,1,1,0
776517.0,2022-11,3,0,0,0
776517.0,2022-12,1,0,0,0
776517.0,2023-01,1,0,0,0
776517.0,2023-02,2,2,2,2
776517.0,2023-04,1,1,1,0
776517.0,2023-05,2,2,2,0
776517.0,2023-06,4,4,4,0
776517.0,2023-07,3,0,0,0
776517.0,2023-08,3,3,3,0
776517.0,2023-09,1,0,0,0
776517.0,2023-10,1,0,0,0
776687.0,2022-08,1,0,0,0
776687.0,2022-10,1,0,0,0
776687.0,2022-11,3,0,0,0
776687.0,2022-12,1,1,1,0
776687.0,2023-01,1,1,1,1
776687.0,2023-03,1,0,0,0
776687.0,2023-04,2,2,2,0
776687.0,2023-05,2,0,0,0
776687.0,2023-06,1,0,0,0
776687.0,2023-07,1,0,0,0
776687.0,2023-08,1,0,0,0
776687.0,2023-09,1,0,0,0
777915.0,2022-08,1,1,1,1
777915.0,2022-10,1,1,1,1
777915.0,2022-11,2,1,1,0
777915.0,2023-01,1,1,1,0
777915.0,2023-02,1,1,1,1
777915.0,2023-03,1,0,1,0
777915.0,2023-04,2,0,2,0
777915.0,2023-05,2,0,2,2
777915.0,2023-06,3,0,3,2
777915.0,2023-07,3,0,2,1
777915.0,2023-08,3,0,3,2
777915.0,2023-09,2,0,2,1
777915.0,2023-10,2,0,2,0
778445.0,2022-08,1,1,1,0
778445.0,2022-09,1,1,1,0
778445.0,2022-10,1,0,0,0
778445.0,2022-11,3,0,0,0
778445.0,2022-12,1,0,0,0
778445.0,2023-01,1,1,1,0
778445.0,2023-02,2,2,2,0
778445.0,2023-03,1,0,0,0
778445.0,2023-04,2,1,1,0
778445.0,2023-05,1,0,0,0
778445.0,2023-06,1,0,0,0
778445.0,2023-07,3,3,3,0
778445.0,2023-08,3,0,0,0
778445.0,2023-09,1,0,0,0
778445.0,2023-10,2,1,1,0
778705.0,2022-08,1,1,1,0
778705.0,2022-09,1,1,1,0
778705.0,2022-11,3,0,0,0
778705.0,2022-12,1,1,1,0
778705.0,2023-01,1,1,1,0
778705.0,2023-02,1,1,1,0
778705.0,2023-03,1,1,1,0
778705.0,2023-04,2,2,2,0
778705.0,2023-05,2,2,2,0
778705.0,2023-06,3,2,2,0
778705.0,2023-07,3,3,3,1
778705.0,2023-08,3,2,2,0
778705.0,2023-09,2,2,2,0
778705.0,2023-10,2,2,2,0
782439.0,2022-08,1,1,1,0
782439.0,2022-09,1,1,1,0
782439.0,2022-10,1,0,0,0
782439.0,2022-11,3,1,1,0
782439.0,2022-12,1,1,1,0
782439.0,2023-01,1,1,1,1
782439.0,2023-04,2,2,2,0
782439.0,2023-05,2,2,2,0
782439.0,2023-06,3,2,2,1
782439.0,2023-07,3,3,3,1
782439.0,2023-08,3,3,3,0
782439.0,2023-09,2,2,2,1
782439.0,2023-10,2,2,2,1
782607.0,2022-08,1,0,0,0
782607.0,2022-09,1,1,1,0
782607.0,2022-10,1,0,0,0
782607.0,2022-11,3,0,0,0
782607.0,2022-12,1,1,1,1
782607.0,2023-02,1,1,0,0
782607.0,2023-03,1,0,0,0
782607.0,2023-04,2,2,2,1
782607.0,2023-05,1,1,1,1
782607.0,2023-06,4,0,0,0
782607.0,2023-07,1,1,1,1
782607.0,2023-08,3,2,2,0
782607.0,2023-09,2,2,2,0
782607.0,2023-10,3,3,3,1
782721.0,2022-08,1,1,1,0
782721.0,2022-09,1,1,1,1
782721.0,2022-10,1,1,1,0
782721.0,2022-11,3,0,0,0
782721.0,2022-12,1,1,1,0
782721.0,2023-01,1,1,1,0
782721.0,2023-02,1,1,1,0
782721.0,2023-03,1,1,1,1
782721.0,2023-04,2,0,0,0
782721.0,2023-05,1,0,0,0
782721.0,2023-06,3,2,2,2
782721.0,2023-07,3,0,0,0
782721.0,2023-08,1,1,1,0
782721.0,2023-09,2,0,0,0
782721.0,2023-10,2,0,0,0
782771.0,2022-08,1,0,0,0
782771.0,2022-09,1,0,0,0
782771.0,2022-10,1,0,0,0
782771.0,2022-11,3,0,0,0
782771.0,2023-03,1,0,0,0
782771.0,2023-04,2,0,0,0
782771.0,2023-05,1,0,0,0
782771.0,2023-06,1,0,0,0
782771.0,2023-07,1,0,0,0
782771.0,2023-08,1,0,0,0
783697.0,2022-08,1,0,0,0
783697.0,2022-10,1,0,0,0
783697.0,2022-11,3,0,0,0
783697.0,2022-12,1,0,0,0
783697.0,2023-01,1,0,0,0
783697.0,2023-02,2,2,2,1
783697.0,2023-04,2,2,2,0
783697.0,2023-05,2,0,0,0
783697.0,2023-06,1,0,0,0
783697.0,2023-07,1,0,0,0
783697.0,2023-08,1,0,0,0
783697.0,2023-09,1,0,0,0
785043.0,2022-08,1,1,1,0
785043.0,2022-09,1,1,1,0
785043.0,2022-10,1,0,0,0
785043.0,2022-11,3,0,0,0
785043.0,2022-12,1,0,0,0
785043.0,2023-01,1,0,0,0
785043.0,2023-02,2,0,0,0
785043.0,2023-03,1,0,0,0
785043.0,2023-04,2,0,0,0
785043.0,2023-05,1,0,0,0
785043.0,2023-06,1,0,0,0
785043.0,2023-07,1,0,0,0
785043.0,2023-08,1,1,1,0
785843.0,2022-08,1,0,0,0
785843.0,2022-09,1,0,0,0
785843.0,2022-10,1,0,0,0
785843.0,2022-11,3,0,0,0
785843.0,2022-12,1,0,0,0
785843.0,2023-02,2,0,0,0
785843.0,2023-03,1,0,0,0
785843.0,2023-04,2,0,0,0
785843.0,2023-06,1,0,0,0
785843.0,2023-07,1,0,0,0
785843.0,2023-08,1,0,0,0
785843.0,2023-09,1,1,1,0
785843.0,2023-10,1,0,0,0
785851.0,2022-08,1,0,0,0
785851.0,2022-10,1,0,0,0
785851.0,2022-11,3,0,0,0
785851.0,2022-12,1,1,0,0
785851.0,2023-01,1,1,1,1
785851.0,2023-02,1,0,0,0
785851.0,2023-03,1,0,0,0
785851.0,2023-04,2,1,1,0
785851.0,2023-05,1,0,0,0
785851.0,2023-06,3,3,3,0
785851.0,2023-07,3,1,1,0
785851.0,2023-08,3,3,3,2
785851.0,2023-09,2,2,2,1
785851.0,2023-10,2,2,2,1
786591.0,2022-08,1,0,0,0
786591.0,2022-09,1,0,0,0
786591.0,2022-10,1,0,0,0
786947.0,2022-08,1,0,0,0
786947.0,2022-09,1,1,1,0
786947.0,2022-10,1,0,0,0
786947.0,2022-11,3,0,0,0
786947.0,2022-12,1,0,0,0
786947.0,2023-02,2,0,0,0
786947.0,2023-03,1,0,0,0
786947.0,2023-04,2,0,0,0
788019.0,2022-08,1,1,1,0
788019.0,2022-10,1,0,0,0
788019.0,2022-11,3,1,1,0
788019.0,2022-12,1,1,1,0
788019.0,2023-01,1,1,1,0
788019.0,2023-02,2,2,2,1
788019.0,2023-04,2,0,0,0
788019.0,2023-05,2,2,2,0
788019.0,2023-06,3,3,3,0
788019.0,2023-07,3,0,0,0
788019.0,2023-08,3,3,3,1
788019.0,2023-09,2,2,2,0
788019.0,2023-10,2,2,2,0
788897.0,2022-08,1,0,0,0
788897.0,2022-09,1,1,0,0
788897.0,2022-10,1,0,0,0
788897.0,2022-11,3,0,0,0
788897.0,2022-12,1,0,0,0
788897.0,2023-01,1,0,0,0
788897.0,2023-02,2,0,0,0
788897.0,2023-03,1,0,0,0
788897.0,2023-10,1,0,0,0
788899.0,2022-08,1,0,0,0
788899.0,2022-09,1,0,0,0
788899.0,2022-10,1,0,0,0
788899.0,2022-11,3,0,0,0
788899.0,2022-12,1,0,0,0
788899.0,2023-01,1,1,1,1
788899.0,2023-02,1,1,0,0
788899.0,2023-03,1,0,0,0
788899.0,2023-04,2,0,0,0
788899.0,2023-05,1,0,0,0
788899.0,2023-06,1,0,0,0
788899.0,2023-07,1,0,0,0
788899.0,2023-08,1,0,0,0
788899.0,2023-09,1,0,0,0
788899.0,2023-10,1,0,0,0
788901.0,2022-08,1,0,0,0
788901.0,2022-09,1,1,1,0
788901.0,2022-10,1,0,0,0
788901.0,2022-11,3,0,0,0
788901.0,2022-12,1,0,0,0
788901.0,2023-01,1,1,1,0
788901.0,2023-02,2,0,0,0
788901.0,2023-03,1,0,0,0
788901.0,2023-04,2,0,0,0
788901.0,2023-06,1,0,0,0
788901.0,2023-07,1,0,0,0
790307.0,2022-08,1,0,0,0
790307.0,2022-09,1,0,0,0
790307.0,2022-10,1,0,0,0
790307.0,2022-11,3,0,0,0
790307.0,2022-12,1,0,0,0
790307.0,2023-01,1,0,0,0
790307.0,2023-02,1,0,0,0
790307.0,2023-03,1,0,0,0
790307.0,2023-04,2,0,0,0
790307.0,2023-06,1,0,0,0
790307.0,2023-07,3,0,0,0
790307.0,2023-08,3,0,0,0
790307.0,2023-09,1,0,0,0
790307.0,2023-10,1,1,1,1
790377.0,2022-08,1,1,1,0
790377.0,2022-09,1,0,0,0
790377.0,2022-10,1,0,0,0
790377.0,2022-11,3,0,0,0
790377.0,2022-12,1,0,0,0
790377.0,2023-01,1,0,0,0
790377.0,2023-02,2,0,0,0
790377.0,2023-03,1,0,0,0
790377.0,2023-04,2,2,2,0
790377.0,2023-05,1,0,0,0
790377.0,2023-06,3,3,3,0
790377.0,2023-07,3,0,0,0
790377.0,2023-08,1,1,1,1
790377.0,2023-09,1,0,0,0
790377.0,2023-10,1,0,0,0
791157.0,2022-08,1,0,0,0
791157.0,2022-09,1,0,0,0
791157.0,2022-11,3,0,0,0
791157.0,2022-12,1,0,0,0
791157.0,2023-01,1,1,0,0
791157.0,2023-02,2,2,0,0
791157.0,2023-03,1,0,0,0
791157.0,2023-04,2,0,0,0
791377.0,2022-08,1,1,1,0
791377.0,2022-09,1,1,1,0
791377.0,2022-11,2,0,0,0
791377.0,2022-12,1,0,0,0
791377.0,2023-01,1,1,1,1
791377.0,2023-02,1,1,1,0
791377.0,2023-03,1,0,0,0
791377.0,2023-04,2,2,2,0
791377.0,2023-05,1,1,1,0
791377.0,2023-06,3,2,2,1
791377.0,2023-07,3,3,3,0
791377.0,2023-08,3,3,3,1
791377.0,2023-09,2,2,2,1
791377.0,2023-10,2,0,0,0
791457.0,2022-08,1,0,0,0
791457.0,2022-09,1,0,0,0
791457.0,2022-10,1,0,0,0
791457.0,2022-11,3,0,0,0
791457.0,2022-12,1,0,0,0
791457.0,2023-01,1,0,0,0
791457.0,2023-02,2,1,0,0
791457.0,2023-03,1,0,0,0
791457.0,2023-04,2,0,0,0
791457.0,2023-06,1,0,0,0
791457.0,2023-07,1,0,0,0
791457.0,2023-08,1,0,0,0
791457.0,2023-09,1,0,0,0
791457.0,2023-10,1,0,0,0
791821.0,2022-10,1,0,0,0
791821.0,2022-11,3,0,0,0
791821.0,2022-12,1,0,0,0
791821.0,2023-02,2,0,0,0
792641.0,2022-08,1,1,1,0
792641.0,2022-09,1,0,0,0
792641.0,2022-10,1,0,0,0
792641.0,2022-11,3,0,0,0
792641.0,2022-12,1,0,0,0
792641.0,2023-01,1,0,0,0
792641.0,2023-02,2,0,0,0
792641.0,2023-03,1,0,0,0
792641.0,2023-04,2,0,0,0
792641.0,2023-05,1,0,0,0
792641.0,2023-06,1,0,0,0
792641.0,2023-07,3,0,0,0
792641.0,2023-08,1,0,0,0
792641.0,2023-09,2,0,0,0
792641.0,2023-10,2,0,0,0
792701.0,2022-08,1,1,1,1
792701.0,2022-10,1,0,0,0
792701.0,2022-11,3,2,2,0
792701.0,2023-01,1,0,0,0
792701.0,2023-02,2,0,0,0
792701.0,2023-03,1,0,0,0
792701.0,2023-04,1,1,1,1
792701.0,2023-06,1,1,1,0
792701.0,2023-07,3,0,0,0
792701.0,2023-10,1,0,0,0
792849.0,2022-08,1,0,0,0
792849.0,2022-09,1,0,0,0
792849.0,2022-10,1,0,0,0
792849.0,2022-11,3,0,0,0
792849.0,2022-12,1,0,0,0
792849.0,2023-01,1,0,0,0
792849.0,2023-02,2,1,1,0
792849.0,2023-03,1,0,0,0
792849.0,2023-04,2,1,1,0
792849.0,2023-05,1,0,0,0
792849.0,2023-06,1,0,0,0
792849.0,2023-07,1,1,1,1
792849.0,2023-08,1,0,0,0
792849.0,2023-09,1,0,0,0
792849.0,2023-10,1,0,0,0
793099.0,2022-08,1,0,0,0
793099.0,2022-09,1,0,0,0
793099.0,2022-10,1,0,0,0
793099.0,2022-11,3,0,0,0
793099.0,2022-12,1,0,0,0
793099.0,2023-01,1,0,0,0
793099.0,2023-02,2,1,1,1
793099.0,2023-04,2,0,0,0
793099.0,2023-06,1,1,1,0
793099.0,2023-07,1,0,0,0
793099.0,2023-08,1,0,0,0
793099.0,2023-09,1,0,0,0
793237.0,2022-08,1,1,1,0
793237.0,2022-09,1,1,1,0
793237.0,2022-10,1,0,0,0
793237.0,2022-11,3,0,0,0
793237.0,2022-12,1,0,0,0
793237.0,2023-01,1,1,1,0
793237.0,2023-02,2,0,0,0
793237.0,2023-03,1,0,0,0
793237.0,2023-04,2,0,0,0
793237.0,2023-05,1,0,0,0
793237.0,2023-06,1,0,0,0
793237.0,2023-07,1,0,0,0
793657.0,2022-08,1,0,0,0
793657.0,2022-09,1,0,0,0
793657.0,2022-10,1,0,0,0
793657.0,2022-11,3,0,0,0
793657.0,2022-12,1,0,0,0
793657.0,2023-01,1,1,0,0
793657.0,2023-02,1,1,1,0
793657.0,2023-04,2,2,2,0
793657.0,2023-05,1,0,0,0
793657.0,2023-06,1,0,0,0
793657.0,2023-07,1,0,0,0
793657.0,2023-09,1,1,1,0
793657.0,2023-10,2,2,2,0
793911.0,2022-08,1,0,0,0
793911.0,2022-09,1,1,0,0
793911.0,2022-10,1,0,0,0
793911.0,2022-11,3,0,0,0
793911.0,2022-12,1,0,0,0
793911.0,2023-01,1,0,0,0
793911.0,2023-02,2,0,0,0
793911.0,2023-03,1,0,0,0
793911.0,2023-04,2,0,0,0
793911.0,2023-05,1,0,0,0
793911.0,2023-06,1,1,1,0
793911.0,2023-07,1,1,1,1
793911.0,2023-08,1,0,0,0
793911.0,2023-09,1,1,1,0
793911.0,2023-10,2,0,0,0
793931.0,2022-08,1,1,1,0
793931.0,2022-09,1,1,1,0
793931.0,2022-10,1,0,0,0
793931.0,2022-11,3,1,1,0
793931.0,2023-02,2,2,2,1
793931.0,2023-03,1,1,1,0
793931.0,2023-04,2,2,2,1
793931.0,2023-05,2,2,2,1
793931.0,2023-06,3,3,3,2
793931.0,2023-07,3,2,2,1
793931.0,2023-08,3,3,3,2
793931.0,2023-09,2,2,2,1
793931.0,2023-10,2,0,0,0
794089.0,2022-08,1,1,1,0
794089.0,2022-10,1,1,1,0
794089.0,2022-11,3,0,0,0
794089.0,2022-12,1,1,1,0
794089.0,2023-01,1,0,0,0
794089.0,2023-02,1,0,0,0
794089.0,2023-03,1,1,1,0
794089.0,2023-04,1,1,1,0
794089.0,2023-05,2,0,0,0
794089.0,2023-06,4,0,0,0
794089.0,2023-07,3,2,2,0
794089.0,2023-08,3,0,0,0
794089.0,2023-09,1,0,0,0
794089.0,2023-10,2,0,0,0
794301.0,2022-08,1,1,1,0
794301.0,2022-10,1,1,1,0
794301.0,2022-11,3,1,1,0
794301.0,2022-12,1,1,1,0
794301.0,2023-01,1,1,1,0
794301.0,2023-02,2,2,2,0
794301.0,2023-03,1,1,1,0
794301.0,2023-04,1,1,1,0
794301.0,2023-05,2,2,2,0
794301.0,2023-06,3,0,0,0
794301.0,2023-07,1,1,1,0
794301.0,2023-08,3,2,3,1
794301.0,2023-09,2,2,2,0
794301.0,2023-10,2,2,2,0
794507.0,2022-08,1,1,1,0
794507.0,2022-09,1,1,1,0
794507.0,2022-10,1,0,0,0
794507.0,2022-11,3,0,0,0
794507.0,2022-12,1,0,0,0
794507.0,2023-01,1,1,1,0
794507.0,2023-02,2,2,2,1
794507.0,2023-03,1,1,1,0
794507.0,2023-04,1,1,1,0
794507.0,2023-05,3,3,3,1
794507.0,2023-06,3,2,2,0
794507.0,2023-07,3,0,0,0
794507.0,2023-08,3,3,3,1
794507.0,2023-09,2,2,2,0
794507.0,2023-10,2,2,2,1
794543.0,2022-08,1,1,1,0
794543.0,2022-10,1,0,0,0
794543.0,2022-11,2,0,0,0
794543.0,2022-12,1,0,0,0
794543.0,2023-01,1,1,1,0
794543.0,2023-02,2,0,0,0
794543.0,2023-04,1,1,1,0
794543.0,2023-06,4,4,4,1
794543.0,2023-07,3,2,2,0
794543.0,2023-08,3,3,3,3
794543.0,2023-09,2,2,2,1
794543.0,2023-10,3,3,3,2
795389.0,2022-08,1,0,0,0
795389.0,2022-09,1,0,0,0
795389.0,2022-10,1,0,0,0
795389.0,2022-11,3,0,0,0
795389.0,2022-12,1,0,0,0
795389.0,2023-01,1,0,0,0
795389.0,2023-02,2,0,0,0
795389.0,2023-03,1,0,0,0
795389.0,2023-04,2,2,2,0
795389.0,2023-05,1,0,0,0
795389.0,2023-06,3,0,0,0
795389.0,2023-07,3,1,1,1
795389.0,2023-08,3,2,2,1
795389.0,2023-09,2,1,1,0
795389.0,2023-10,1,0,0,0
795501.0,2022-08,1,1,1,0
795501.0,2022-09,1,1,1,0
795501.0,2022-10,1,0,0,0
795501.0,2022-11,3,0,0,0
795501.0,2022-12,1,0,0,0
795501.0,2023-01,1,1,1,0
795501.0,2023-02,2,0,0,0
795501.0,2023-03,1,1,1,0
795501.0,2023-04,2,0,0,0
795501.0,2023-05,1,1,1,0
795501.0,2023-06,3,2,2,1
795501.0,2023-07,3,3,3,2
795501.0,2023-08,3,3,3,0
795501.0,2023-09,2,2,2,2
795501.0,2023-10,2,2,2,0
795611.0,2022-08,1,0,0,0
795611.0,2022-09,1,0,0,0
795611.0,2022-10,1,1,1,0
795611.0,2022-11,3,0,0,0
795611.0,2022-12,1,0,0,0
795611.0,2023-01,1,1,1,1
795611.0,2023-02,1,0,0,0
795611.0,2023-03,1,1,1,0
795611.0,2023-04,2,0,0,0
795611.0,2023-05,1,1,1,0
795611.0,2023-06,3,0,0,0
795611.0,2023-07,1,1,1,0
795611.0,2023-08,1,0,0,0
795611.0,2023-09,1,0,0,0
795611.0,2023-10,1,0,0,0
795781.0,2022-08,1,1,1,1
795781.0,2022-11,3,1,1,0
795781.0,2022-12,1,1,1,0
795781.0,2023-01,1,0,0,0
795781.0,2023-02,2,2,2,2
795781.0,2023-04,2,0,0,0
795781.0,2023-05,1,1,1,0
795781.0,2023-06,2,2,2,0
795781.0,2023-07,3,3,3,3
795781.0,2023-08,3,0,0,0
795781.0,2023-09,1,0,0,0
795781.0,2023-10,1,1,1,0
795879.0,2022-08,1,1,1,0
795879.0,2022-09,1,1,1,0
795879.0,2022-10,1,0,0,0
795879.0,2022-11,3,0,0,0
795879.0,2022-12,1,1,1,0
795879.0,2023-01,1,1,1,1
795879.0,2023-02,1,1,1,1
795879.0,2023-04,2,2,2,0
795879.0,2023-05,2,2,2,0
795879.0,2023-06,3,3,3,0
795879.0,2023-07,3,3,3,1
795879.0,2023-08,3,2,2,1
795879.0,2023-09,2,2,2,1
795879.0,2023-10,2,2,2,0
796353.0,2022-08,1,1,1,1
796353.0,2022-10,1,0,0,0
796353.0,2022-11,2,1,1,0
796353.0,2022-12,1,1,1,0
796353.0,2023-01,1,1,1,0
796353.0,2023-02,1,1,1,0
796353.0,2023-03,1,1,1,0
796353.0,2023-04,1,1,1,0
796353.0,2023-05,1,1,1,0
796353.0,2023-06,3,2,2,0
796353.0,2023-07,3,3,3,1
796353.0,2023-08,3,3,3,3
796353.0,2023-09,2,2,2,0
796353.0,2023-10,2,2,2,0
796543.0,2022-08,1,1,1,0
796543.0,2022-10,1,0,0,0
796543.0,2022-11,3,2,2,0
796543.0,2022-12,1,1,1,0
796543.0,2023-01,1,1,1,0
796543.0,2023-02,1,1,1,0
796543.0,2023-03,1,1,1,0
796543.0,2023-04,2,2,2,0
796543.0,2023-06,3,3,3,1
796543.0,2023-07,3,3,3,1
796543.0,2023-08,3,3,3,0
796543.0,2023-09,2,2,2,0
796543.0,2023-10,2,2,2,0
797277.0,2022-08,1,1,1,0
797277.0,2022-10,1,1,1,0
797277.0,2022-11,3,0,0,0
797277.0,2022-12,1,1,1,0
797277.0,2023-01,1,1,1,0
797277.0,2023-02,2,2,2,0
797277.0,2023-04,1,0,0,0
797277.0,2023-05,1,0,0,0
797277.0,2023-06,3,0,0,0
797277.0,2023-07,3,0,0,0
797277.0,2023-08,3,3,3,1
797277.0,2023-09,2,2,2,1
797277.0,2023-10,2,0,0,0
797643.0,2022-08,1,1,0,0
797643.0,2022-09,1,0,0,0
797643.0,2022-10,1,0,0,0
797643.0,2022-11,3,0,0,0
797643.0,2022-12,1,0,0,0
797643.0,2023-01,1,1,1,0
797643.0,2023-02,2,1,0,0
797643.0,2023-03,1,0,0,0
797643.0,2023-04,2,2,2,0
797643.0,2023-05,1,0,0,0
797643.0,2023-06,4,0,0,0
797643.0,2023-07,1,0,0,0
797643.0,2023-08,3,0,1,0
797643.0,2023-09,1,0,0,0
797643.0,2023-10,1,0,0,0
797731.0,2022-08,1,1,1,0
797731.0,2022-11,3,0,0,0
797731.0,2022-12,1,1,1,0
797731.0,2023-01,1,1,1,0
797731.0,2023-04,1,1,1,0
797731.0,2023-05,1,1,1,1
797731.0,2023-06,3,3,3,0
797731.0,2023-07,3,3,3,0
797731.0,2023-08,3,3,3,1
797731.0,2023-09,2,2,2,1
797731.0,2023-10,2,2,2,0
798041.0,2022-08,1,0,0,0
798041.0,2022-10,1,0,0,0
798041.0,2022-11,3,0,0,0
798041.0,2022-12,1,0,0,0
798041.0,2023-01,1,1,1,0
798041.0,2023-02,2,2,2,0
798041.0,2023-03,1,0,0,0
798041.0,2023-04,2,0,0,0
798041.0,2023-05,1,0,0,0
798041.0,2023-06,3,0,0,0
798041.0,2023-07,1,0,0,0
798041.0,2023-08,1,0,0,0
798041.0,2023-09,1,0,0,0
798041.0,2023-10,1,0,0,0
798051.0,2022-08,1,0,0,0
798051.0,2022-09,1,0,0,0
798051.0,2022-10,1,0,0,0
798051.0,2022-11,3,0,0,0
798051.0,2022-12,1,0,0,0
798051.0,2023-01,1,0,0,0
798051.0,2023-02,2,0,0,0
798051.0,2023-03,1,0,0,0
798051.0,2023-04,2,2,2,0
798051.0,2023-05,1,0,0,0
798051.0,2023-06,3,0,0,0
798051.0,2023-07,1,0,0,0
798051.0,2023-08,1,0,0,0
798051.0,2023-09,1,0,0,0
798051.0,2023-10,2,0,0,0
798485.0,2022-08,1,1,1,0
798485.0,2022-10,1,1,1,0
798485.0,2022-11,3,2,2,1
798485.0,2022-12,2,2,2,1
798485.0,2023-04,1,1,1,1
798485.0,2023-05,3,3,3,2
798485.0,2023-06,3,3,3,3
798485.0,2023-07,3,3,3,3
798485.0,2023-08,3,3,3,2
798485.0,2023-09,2,2,2,1
798485.0,2023-10,2,2,2,1
798487.0,2022-08,1,0,0,0
798487.0,2022-09,1,0,0,0
798487.0,2022-10,1,0,0,0
798487.0,2022-11,3,0,0,0
798487.0,2022-12,1,0,0,0
798487.0,2023-02,2,0,0,0
798487.0,2023-03,1,0,0,0
798487.0,2023-04,2,0,0,0
799391.0,2022-08,1,1,1,0
799391.0,2022-11,3,0,0,0
799391.0,2022-12,1,0,0,0
799391.0,2023-02,1,1,1,0
799391.0,2023-03,1,1,1,0
799391.0,2023-04,1,1,1,0
799391.0,2023-05,2,2,2,0
799391.0,2023-06,3,0,0,0
799391.0,2023-07,3,0,3,0
799391.0,2023-08,3,0,3,0
799391.0,2023-09,1,0,0,0
799391.0,2023-10,2,0,0,0
799559.0,2022-08,1,1,1,0
799559.0,2022-09,1,0,0,0
799559.0,2022-10,1,0,0,0
799559.0,2022-11,3,0,0,0
799559.0,2022-12,1,0,0,0
799559.0,2023-01,1,1,0,0
799559.0,2023-02,2,0,0,0
799559.0,2023-03,1,0,0,0
799559.0,2023-04,2,0,0,0
799559.0,2023-06,3,0,0,0
799559.0,2023-07,1,0,0,0
799559.0,2023-08,1,1,1,1
799559.0,2023-09,2,0,0,0
799559.0,2023-10,2,0,0,0
799811.0,2022-08,1,0,0,0
799811.0,2022-09,1,1,1,0
799811.0,2022-10,1,0,0,0
799811.0,2022-11,3,0,0,0
799811.0,2022-12,1,0,0,0
799811.0,2023-02,2,2,2,2
799811.0,2023-04,2,1,1,0
799811.0,2023-05,2,2,2,0
799811.0,2023-06,3,2,2,1
799811.0,2023-07,3,0,0,0
799811.0,2023-08,1,1,1,1
799811.0,2023-09,2,2,2,1
799811.0,2023-10,2,2,2,1
800049.0,2022-08,1,1,1,0
800049.0,2022-09,1,1,1,0
800049.0,2022-10,1,0,0,0
800049.0,2022-11,3,0,0,0
800049.0,2022-12,1,1,1,1
800049.0,2023-02,2,2,2,1
800049.0,2023-03,1,1,1,1
800049.0,2023-04,2,0,0,0
800049.0,2023-06,3,1,1,1
800049.0,2023-07,3,0,0,0
800049.0,2023-08,3,3,3,1
800049.0,2023-09,2,1,1,0
800049.0,2023-10,2,2,2,1
808421.0,2022-08,1,1,1,0
808421.0,2022-09,1,0,0,0
808421.0,2022-10,1,0,0,0
808421.0,2022-11,3,0,0,0
808421.0,2022-12,1,0,0,0
808421.0,2023-01,1,1,1,0
808421.0,2023-02,2,2,2,0
808421.0,2023-03,1,1,1,0
808421.0,2023-04,2,0,0,0
808421.0,2023-05,1,0,0,0
808421.0,2023-06,1,0,0,0
808421.0,2023-07,1,1,1,0
808421.0,2023-08,1,1,1,0
808421.0,2023-09,2,2,2,1
808421.0,2023-10,2,1,1,0
808451.0,2022-08,1,1,1,0
808451.0,2022-09,1,1,1,0
808451.0,2022-10,1,1,1,0
808451.0,2022-11,2,1,0,0
808451.0,2023-01,1,1,0,0
808451.0,2023-02,2,2,2,1
808451.0,2023-04,2,2,2,0
808451.0,2023-05,2,2,2,0
808451.0,2023-06,3,3,3,2
808451.0,2023-07,3,3,3,3
808451.0,2023-08,3,3,3,2
808451.0,2023-09,2,2,2,2
808451.0,2023-10,2,2,2,0
809209.0,2022-08,1,0,0,0
809209.0,2022-10,1,0,0,0
809209.0,2022-11,3,0,0,0
809209.0,2022-12,1,0,0,0
809209.0,2023-02,2,0,0,0
809209.0,2023-03,1,1,1,0
809209.0,2023-04,2,0,0,0
809209.0,2023-05,1,1,1,1
809209.0,2023-06,3,3,3,0
809209.0,2023-07,3,3,3,1
809209.0,2023-08,3,3,3,1
809209.0,2023-09,2,2,2,1
809209.0,2023-10,2,2,2,0
809953.0,2022-10,1,0,0,0
809953.0,2023-02,2,0,0,0
809953.0,2023-03,1,1,1,0
809953.0,2023-04,2,2,2,0
809953.0,2023-05,2,0,0,0
809953.0,2023-06,3,0,0,0
809953.0,2023-07,1,1,1,0
809953.0,2023-08,3,0,0,0
809953.0,2023-09,1,0,0,0
809953.0,2023-10,1,1,1,0
811265.0,2022-08,1,0,0,0
811265.0,2022-09,1,0,0,0
811265.0,2022-10,1,0,0,0
811265.0,2022-11,3,0,0,0
811265.0,2022-12,1,0,0,0
811265.0,2023-01,1,1,0,0
811265.0,2023-02,2,0,0,0
811265.0,2023-03,1,0,0,0
811265.0,2023-04,2,2,2,0
811265.0,2023-05,1,1,1,0
