cliente_id,mes,transacciones,volumen,bultos,productos_unicos,marcas_unicas,mix_latas,mix_retornable,mix_premium,bultos_por_transaccion
635763,2022-12,2,0.54,5.0,4,3,63.09,22.23,14.67,2.5
635763,2023-01,2,0.31,3.0,2,2,74.14,0.0,25.86,1.5
635763,2023-02,3,0.55,7.0,3,2,78.01,21.99,0.0,2.33
635763,2023-03,3,0.51,9.0,9,6,49.2,46.93,3.87,3.0
635763,2023-04,2,0.1,4.0,3,1,100.0,0.0,0.0,2.0
635763,2023-06,2,0.22,6.0,5,3,64.18,0.0,35.82,3.0
635763,2023-07,2,0.37,8.0,7,4,24.52,64.79,17.33,4.0
635763,2023-08,4,0.61,16.0,7,6,93.48,0.0,11.2,4.0
635763,2023-09,3,0.74,17.0,8,5,83.88,16.12,0.0,5.67
635763,2023-10,3,0.66,11.0,8,5,60.46,36.52,3.01,3.67
636105,2022-11,4,2.45,32.0,9,8,24.84,73.38,2.94,8.0
636105,2022-12,3,2.17,20.0,6,5,0.0,93.94,11.46,6.67
636105,2023-01,4,2.0,19.0,5,5,4.26,95.74,11.71,4.75
636105,2023-02,5,2.56,27.0,8,5,18.51,79.82,2.22,5.4
636105,2023-03,4,1.77,18.0,14,7,34.35,60.72,17.93,4.5
636105,2023-04,4,3.84,40.92,13,7,19.19,80.81,3.78,10.23
636105,2023-05,5,2.34,21.0,6,6,2.43,97.57,5.14,4.2
636105,2023-06,3,0.27,3.0,2,2,10.57,89.43,0.0,1.0
636105,2023-07,3,0.66,7.0,3,3,8.64,91.36,0.0,2.33
636105,2023-08,4,1.1,13.0,8,8,19.76,76.27,6.55,3.25
636105,2023-09,5,1.69,15.0,7,5,15.09,84.91,6.91,3.0
636105,2023-10,2,1.03,11.0,6,4,16.53,81.55,1.92,5.5
643419,2022-11,2,1.72,29.0,8,4,10.42,66.26,24.96,14.5
643419,2022-12,3,0.98,12.0,3,2,0.0,100.0,0.0,4.0
643419,2023-01,3,1.45,15.0,4,4,66.82,33.18,0.0,5.0
643419,2023-02,3,1.62,22.0,7,6,19.54,80.46,0.0,7.33
643419,2023-03,1,1.16,15.0,5,4,57.63,42.37,0.0,15.0
643419,2023-04,1,0.52,12.0,2,2,37.61,62.39,37.61,12.0
643419,2023-05,3,0.74,9.0,3,3,67.39,32.61,0.0,3.0
643419,2023-06,4,1.05,16.0,7,6,88.58,11.42,13.51,4.0
643419,2023-07,4,1.42,26.0,5,4,100.0,0.0,15.19,6.5
643419,2023-08,2,0.81,15.0,1,1,100.0,0.0,0.0,7.5
643419,2023-09,1,0.09,5.0,1,1,100.0,0.0,0.0,5.0
643419,2023-10,5,1.79,20.0,7,5,0.0,100.0,0.0,4.0
644309,2022-11,4,2.67,31.0,6,4,50.58,49.42,0.0,7.75
644309,2022-12,6,4.39,39.0,8,4,9.65,90.35,0.0,6.5
644309,2023-01,5,3.33,29.0,9,4,21.97,78.03,0.0,5.8
644309,2023-02,1,1.32,11.0,3,3,0.0,100.0,0.0,11.0
644309,2023-03,4,2.65,24.0,8,4,18.22,81.78,0.0,6.0
644309,2023-04,2,0.32,3.0,2,2,62.12,37.88,0.0,1.5
644309,2023-05,3,4.34,37.0,8,5,41.89,58.11,5.24,12.33
644309,2023-06,2,0.81,16.0,4,3,70.28,29.72,0.0,8.0
644309,2023-07,4,3.46,30.0,6,3,24.9,75.1,0.0,7.5
644309,2023-08,4,3.19,30.42,7,4,38.12,61.88,0.0,7.6
644309,2023-09,3,2.32,19.83,5,3,44.01,55.99,0.0,6.61
644309,2023-10,3,2.71,24.83,7,4,38.68,61.32,1.05,8.28
645173,2022-11,2,1.31,11.0,4,3,8.64,91.36,0.0,5.5
645173,2022-12,7,3.96,38.0,7,4,12.11,87.89,3.67,5.43
645173,2023-01,2,1.65,14.0,5,5,20.62,79.38,21.25,7.0
645173,2023-02,3,4.27,43.0,11,5,58.7,39.3,15.95,14.33
645173,2023-03,3,2.89,26.0,5,3,29.48,70.52,4.05,8.67
645173,2023-04,2,3.21,28.5,6,4,60.73,39.27,0.0,14.25
645173,2023-06,5,4.49,42.0,6,3,36.01,63.99,5.21,8.4
645173,2023-07,3,2.2,19.0,8,5,45.68,54.32,14.93,6.33
645173,2023-08,2,1.55,15.0,4,2,84.47,15.53,0.0,7.5
645173,2023-09,5,3.7,35.0,7,5,22.23,77.77,16.09,7.0
645173,2023-10,4,2.55,33.0,7,5,43.46,56.54,0.0,8.25
645337,2023-02,2,17.3,144.17,2,2,0.0,100.0,0.0,72.08
645337,2023-03,10,76.74,669.83,14,7,21.21,78.79,0.68,66.98
645337,2023-04,6,57.19,480.0,11,6,7.35,92.65,4.06,80.0
645337,2023-05,4,42.2,353.0,8,6,4.84,95.16,6.72,88.25
645337,2023-06,2,3.32,28.0,5,5,17.07,82.93,7.13,14.0
645337,2023-07,1,4.21,36.0,3,2,13.48,85.51,1.01,36.0
645337,2023-08,6,14.4,189.0,9,5,56.78,13.34,0.0,31.5
645337,2023-09,4,14.85,138.0,8,4,7.81,86.45,0.17,34.5
645337,2023-10,4,2.53,41.0,6,5,12.36,57.0,30.64,10.25
645463,2022-11,1,0.03,1.0,1,1,100.0,0.0,0.0,1.0
645463,2022-12,2,0.1,4.0,4,3,100.0,0.0,25.49,2.0
645463,2023-01,1,0.02,1.0,1,1,100.0,0.0,0.0,1.0
645463,2023-02,1,0.03,1.0,1,1,100.0,0.0,0.0,1.0
645463,2023-03,1,0.11,1.0,1,1,100.0,0.0,0.0,1.0
645463,2023-05,2,0.18,3.0,3,2,32.11,67.89,0.0,1.5
645463,2023-06,1,0.04,2.0,1,1,100.0,0.0,0.0,2.0
645463,2023-07,2,0.14,2.0,2,2,13.62,86.38,0.0,1.0
645463,2023-10,1,0.12,1.0,1,1,0.0,100.0,0.0,1.0
646905,2022-11,5,7.85,75.0,21,10,16.62,80.12,2.53,15.0
646905,2022-12,6,17.57,152.0,15,7,2.97,97.03,2.0,25.33
646905,2023-01,7,8.6,83.0,25,10,39.09,56.11,8.55,11.86
646905,2023-02,5,14.0,129.0,21,9,28.12,68.84,6.02,25.8
646905,2023-03,6,10.24,98.0,12,6,1.85,98.15,0.28,16.33
646905,2023-04,2,3.58,30.0,6,5,6.33,93.67,3.26,15.0
646905,2023-05,4,3.18,30.0,11,7,31.67,68.33,3.68,7.5
646905,2023-06,2,1.45,13.0,4,4,0.0,82.33,41.93,6.5
646905,2023-07,5,11.55,99.0,15,9,44.94,55.06,7.6,19.8
646905,2023-08,5,7.74,67.0,12,7,58.65,41.35,0.0,13.4
646905,2023-09,4,5.57,52.0,8,5,0.0,98.58,1.42,13.0
646905,2023-10,6,8.35,91.25,14,9,10.2,83.98,7.05,15.21
648097,2022-11,1,0.45,6.0,3,3,100.0,0.0,12.6,6.0
648097,2022-12,2,1.26,13.0,6,4,64.68,35.32,0.0,6.5
648097,2023-01,3,0.75,12.0,5,4,18.88,81.12,3.78,4.0
648097,2023-02,2,1.29,13.0,6,3,81.01,18.99,8.8,6.5
648097,2023-03,3,1.18,12.0,6,3,48.83,51.17,19.21,4.0
648097,2023-04,1,0.98,12.0,6,3,22.03,77.97,0.0,12.0
648097,2023-05,1,0.11,1.0,1,1,100.0,0.0,0.0,1.0
648097,2023-06,1,0.31,3.0,3,2,73.56,26.44,0.0,3.0
648097,2023-07,2,0.4,4.0,3,2,0.0,100.0,0.0,2.0
648097,2023-08,3,0.78,16.0,8,5,53.41,46.59,14.02,5.33
648097,2023-09,3,1.24,11.0,5,4,54.81,45.19,0.0,3.67
648097,2023-10,2,0.75,14.0,3,2,15.23,21.9,0.0,7.0
650363,2022-11,2,0.56,8.0,6,3,20.45,79.55,5.11,4.0
650363,2023-01,1,0.04,2.0,1,1,100.0,0.0,0.0,2.0
650363,2023-02,1,0.09,5.0,1,1,100.0,0.0,0.0,5.0
650363,2023-03,1,0.15,2.0,2,1,19.13,80.87,0.0,2.0
650363,2023-09,1,0.2,3.17,3,2,28.85,71.15,0.0,3.17
650363,2023-10,1,0.09,3.0,2,1,100.0,0.0,0.0,3.0
651047,2022-11,2,1.36,12.0,6,4,6.0,94.0,8.6,6.0
651047,2022-12,1,0.12,1.0,1,1,0.0,100.0,100.0,1.0
651047,2023-01,1,0.36,3.0,1,1,0.0,100.0,0.0,3.0
651047,2023-02,2,0.85,8.0,4,4,15.59,84.41,13.77,4.0
651047,2023-03,1,0.86,8.0,4,4,2.21,97.79,13.67,8.0
651047,2023-04,1,0.54,5.0,4,2,18.22,81.78,0.0,5.0
651047,2023-05,1,0.12,1.0,1,1,0.0,100.0,100.0,1.0
651047,2023-06,1,0.36,3.0,2,2,0.0,100.0,0.0,3.0
651047,2023-07,3,1.01,10.0,5,3,5.6,94.4,11.54,3.33
651047,2023-08,1,0.39,4.0,3,3,7.36,92.64,30.36,4.0
651047,2023-09,2,0.92,8.0,5,4,0.0,100.0,12.74,4.0
651047,2023-10,2,0.52,5.0,5,4,15.6,84.4,0.0,2.5
651359,2022-11,1,0.11,1.0,1,1,100.0,0.0,0.0,1.0
651359,2022-12,3,0.46,10.0,9,4,38.32,61.68,32.97,3.33
651359,2023-01,2,0.2,2.0,2,2,100.0,0.0,50.0,1.0
651359,2023-02,2,0.27,4.0,4,3,100.0,0.0,57.75,2.0
651359,2023-03,1,0.38,4.0,3,3,56.49,43.51,26.23,4.0
651359,2023-04,3,0.72,12.0,9,8,77.44,22.56,10.72,4.0
651359,2023-05,1,0.36,3.0,3,3,0.0,100.0,0.0,3.0
651359,2023-07,2,0.88,12.0,8,5,18.08,81.92,8.4,6.0
651359,2023-08,3,0.52,7.0,7,6,30.09,69.91,4.71,2.33
651359,2023-09,1,0.4,3.33,1,1,0.0,100.0,0.0,3.33
651359,2023-10,1,0.26,2.17,1,1,0.0,100.0,0.0,2.17
655605,2022-11,3,2.55,38.0,20,8,39.0,61.0,14.61,12.67
655605,2022-12,3,1.16,24.0,11,7,38.08,61.92,8.79,8.0
655605,2023-01,3,2.04,39.0,11,7,35.38,64.62,3.8,13.0
655605,2023-02,2,1.02,18.0,13,8,29.69,70.31,19.08,9.0
655605,2023-03,5,1.56,24.0,13,8,23.14,76.86,3.15,4.8
655605,2023-04,3,0.72,14.0,11,7,33.53,66.47,7.34,4.67
655605,2023-05,2,1.27,17.0,11,7,24.6,75.4,9.22,8.5
655605,2023-06,2,0.71,13.0,10,4,32.29,67.71,6.94,6.5
655605,2023-07,4,1.65,40.0,16,10,56.34,43.66,11.59,10.0
655605,2023-08,3,0.95,11.0,7,6,23.97,76.03,3.0,3.67
655605,2023-09,3,1.09,16.0,11,6,19.89,76.22,21.39,5.33
655605,2023-10,1,0.65,10.0,8,5,26.19,55.36,0.0,10.0
657219,2022-11,3,0.68,10.0,7,5,35.21,52.31,48.2,3.33
657219,2022-12,4,1.7,15.0,8,7,5.78,84.21,29.53,3.75
657219,2023-01,3,1.39,18.0,12,7,21.81,72.05,14.57,6.0
657219,2023-02,3,1.2,12.0,5,5,31.44,68.56,48.61,4.0
657219,2023-03,3,1.63,15.0,7,4,49.48,50.52,41.85,5.0
657219,2023-04,4,1.47,13.0,8,6,7.72,86.49,29.65,3.25
657219,2023-05,2,0.55,5.0,2,2,14.85,85.15,85.15,2.5
657219,2023-06,3,0.59,5.0,1,1,0.0,100.0,100.0,1.67
657219,2023-07,3,0.72,11.0,7,6,38.13,50.03,11.84,3.67
657219,2023-08,4,0.88,12.0,9,5,14.58,80.59,45.79,3.0
657219,2023-09,3,0.84,9.0,7,4,33.81,66.19,27.88,3.0
657219,2023-10,2,0.59,8.0,5,4,19.32,80.68,39.83,4.0
658973,2022-11,1,0.48,4.0,4,4,0.0,100.0,24.53,4.0
658973,2023-01,2,0.69,9.0,6,5,30.92,69.08,2.32,4.5
658973,2023-02,1,0.38,3.17,1,1,0.0,100.0,0.0,3.17
658973,2023-04,1,0.36,3.0,3,3,0.0,100.0,0.0,3.0
658973,2023-06,2,0.44,6.0,5,4,17.37,82.63,0.0,3.0
658973,2023-07,2,0.46,7.0,6,5,22.42,77.58,0.0,3.5
658973,2023-08,2,0.57,7.0,5,3,15.07,84.93,0.0,3.5
658973,2023-09,1,0.12,1.0,1,1,0.0,100.0,0.0,1.0
658973,2023-10,2,0.51,5.0,3,2,5.58,94.42,0.0,2.5
659309,2022-11,4,2.12,21.0,7,4,14.7,77.28,8.02,5.25
659309,2022-12,5,2.45,26.0,9,5,6.94,93.06,4.77,5.2
659309,2023-01,2,0.72,9.0,5,5,10.24,77.94,11.82,4.5
659309,2023-02,4,2.31,23.0,8,5,4.91,93.25,5.06,5.75
659309,2023-03,5,2.13,23.0,10,8,7.98,88.03,9.47,4.6
659309,2023-04,3,1.31,14.0,7,5,8.66,91.34,8.93,4.67
659309,2023-05,3,2.44,23.0,9,5,8.14,91.86,0.0,7.67
659309,2023-06,4,2.04,17.0,3,3,0.0,100.0,0.0,4.25
659309,2023-07,7,1.98,20.0,8,5,5.25,94.75,5.9,2.86
659309,2023-08,6,2.2,19.0,5,4,0.0,100.0,0.0,3.17
659309,2023-09,5,2.52,21.0,4,4,0.0,100.0,4.65,4.2
659309,2023-10,4,2.16,18.0,5,4,0.0,100.0,5.42,4.5
659317,2022-11,1,0.11,1.0,1,1,100.0,0.0,0.0,1.0
659317,2022-12,2,0.6,5.0,1,1,0.0,100.0,0.0,2.5
659317,2023-03,1,0.22,2.0,2,1,45.68,54.32,100.0,2.0
659317,2023-05,1,0.26,2.17,1,1,0.0,100.0,0.0,2.17
659317,2023-07,2,0.44,6.08,4,4,16.27,83.73,11.99,3.04
659317,2023-08,1,0.65,5.42,1,1,0.0,100.0,0.0,5.42
659317,2023-09,5,1.35,17.58,5,5,14.85,85.15,7.85,3.52
659317,2023-10,1,0.3,7.08,5,2,56.71,43.29,0.0,7.08
660045,2022-11,4,2.68,42.0,25,8,66.36,13.45,50.62,10.5
660045,2022-12,5,5.42,76.0,26,8,73.2,18.41,25.6,15.2
660045,2023-01,6,4.71,55.0,20,8,69.18,19.57,24.89,9.17
660045,2023-02,5,1.58,33.0,16,8,71.53,7.42,53.31,6.6
660045,2023-03,7,2.85,39.0,22,7,63.13,19.49,49.52,5.57
660045,2023-04,5,2.55,35.0,22,8,60.29,31.37,31.41,7.0
660045,2023-05,4,1.51,22.0,16,8,30.34,61.19,39.22,5.5
660045,2023-06,5,1.65,25.0,16,8,55.9,31.68,24.22,5.0
660045,2023-07,3,1.14,18.0,16,8,26.5,56.65,25.86,6.0
660045,2023-08,5,2.17,42.0,22,8,50.76,20.25,53.48,8.4
660045,2023-09,5,2.93,53.0,25,10,61.45,30.03,24.58,10.6
660045,2023-10,4,1.27,31.0,18,6,55.22,28.08,54.62,7.75
663511,2022-11,2,0.55,6.0,3,3,5.15,94.85,0.0,3.0
663511,2022-12,2,0.44,4.0,2,1,0.0,100.0,0.0,2.0
663511,2023-01,1,0.24,2.0,1,1,0.0,100.0,0.0,2.0
663511,2023-02,1,0.2,2.0,2,1,0.0,100.0,0.0,2.0
663511,2023-03,1,0.36,3.0,1,1,0.0,100.0,0.0,3.0
663511,2023-04,1,0.2,2.0,2,1,0.0,100.0,0.0,2.0
663511,2023-07,2,0.25,4.0,2,1,0.0,65.7,0.0,2.0
663511,2023-09,1,0.26,2.17,1,1,0.0,100.0,0.0,2.17
663511,2023-10,1,0.14,1.17,1,1,0.0,100.0,0.0,1.17
663537,2022-11,2,0.14,5.0,1,1,100.0,0.0,100.0,2.5
663537,2022-12,1,0.11,1.0,1,1,100.0,0.0,0.0,1.0
663537,2023-02,1,0.21,7.0,5,3,79.99,0.0,13.33,7.0
663537,2023-03,1,0.36,3.0,1,1,0.0,100.0,0.0,3.0
663537,2023-04,1,1.56,13.0,2,2,0.0,100.0,0.0,13.0
663537,2023-07,1,0.6,5.0,1,1,0.0,100.0,0.0,5.0
663537,2023-08,1,0.25,3.0,2,2,100.0,0.0,9.78,3.0
664185,2022-11,2,1.2,10.0,1,1,0.0,100.0,0.0,5.0
664185,2022-12,2,1.44,12.0,1,1,0.0,100.0,0.0,6.0
664185,2023-01,2,1.2,10.0,1,1,0.0,100.0,0.0,5.0
664185,2023-02,2,1.2,10.0,1,1,0.0,100.0,0.0,5.0
664185,2023-03,2,1.13,11.0,4,3,0.0,100.0,0.0,5.5
664185,2023-04,2,1.2,10.0,1,1,0.0,100.0,0.0,5.0
664185,2023-05,2,0.86,11.0,4,3,29.86,70.14,0.0,5.5
664185,2023-07,2,1.11,10.0,2,2,2.56,97.44,2.56,5.0
664185,2023-08,2,0.93,11.0,5,2,9.16,90.84,0.0,5.5
664185,2023-09,1,0.36,3.0,1,1,0.0,100.0,0.0,3.0
664185,2023-10,2,0.89,9.0,2,1,0.0,100.0,0.0,4.5
664639,2022-11,1,0.18,3.0,2,1,32.11,67.89,0.0,3.0
664639,2022-12,2,0.15,2.0,2,2,19.13,80.87,0.0,1.0
664639,2023-02,1,0.12,1.0,1,1,0.0,100.0,0.0,1.0
664639,2023-08,2,0.23,5.0,4,3,47.77,52.23,0.0,2.5
665273,2022-11,5,0.6,5.0,3,3,0.0,100.0,19.6,1.0
665273,2022-12,7,1.05,11.0,5,4,8.15,91.85,2.72,1.57
665273,2023-01,2,0.36,3.0,2,2,0.0,100.0,0.0,1.5
665273,2023-02,7,1.05,11.0,5,4,8.15,91.85,2.72,1.57
665273,2023-03,4,0.44,6.0,3,3,18.43,81.57,0.0,1.5
665273,2023-04,1,0.02,1.0,1,1,100.0,0.0,100.0,1.0
665273,2023-05,1,0.15,2.0,2,2,19.13,80.87,0.0,2.0
665273,2023-06,4,0.24,6.0,5,4,50.61,49.39,11.68,1.5
665273,2023-07,4,0.21,9.0,5,5,100.0,0.0,13.64,2.25
665273,2023-08,5,0.93,10.0,3,3,9.2,90.8,0.0,2.0
665273,2023-09,5,0.87,8.0,4,2,3.27,96.73,0.0,1.6
665273,2023-10,5,0.87,8.08,4,3,0.0,97.72,2.28,1.62
667603,2022-11,1,0.41,5.0,2,2,12.02,87.98,12.02,5.0
667603,2022-12,1,0.53,6.0,4,2,32.11,67.89,0.0,6.0
667603,2023-01,2,0.19,4.0,3,3,89.58,0.0,10.42,2.0
667603,2023-02,2,0.67,11.0,5,2,46.44,53.56,0.0,5.5
667603,2023-04,2,0.63,10.0,8,6,23.75,76.25,3.91,5.0
667603,2023-05,1,0.39,4.0,2,2,7.31,92.69,0.0,4.0
667603,2023-07,1,0.41,5.0,3,3,12.83,87.17,5.96,5.0
667603,2023-08,2,1.07,9.0,3,2,10.57,89.43,0.0,4.5
667603,2023-09,4,0.59,6.0,3,3,4.78,80.87,14.35,1.5
667939,2022-11,2,0.7,6.0,4,4,14.09,85.91,14.09,3.0
667939,2022-12,1,0.71,6.0,4,3,15.91,84.09,0.0,6.0
667939,2023-01,1,1.62,17.0,4,2,20.81,79.19,1.52,17.0
667939,2023-02,6,5.28,52.0,13,6,43.69,54.69,3.22,8.67
667939,2023-03,5,5.72,54.0,15,8,26.61,73.39,0.43,10.8
667939,2023-04,3,2.42,21.0,3,3,1.01,98.99,1.01,7.0
667939,2023-05,3,1.93,23.0,10,7,68.85,31.15,2.55,7.67
667939,2023-06,2,1.43,12.0,3,3,7.94,92.06,8.18,6.0
667939,2023-07,4,2.3,24.0,9,6,44.31,55.69,18.42,6.0
667939,2023-08,3,2.68,23.0,5,3,55.15,44.85,0.0,7.67
667939,2023-09,2,2.32,20.0,6,5,0.0,96.58,8.46,10.0
667939,2023-10,3,3.5,49.0,14,5,38.34,61.66,0.0,16.33
669481,2022-11,1,0.22,6.0,4,3,62.21,37.79,0.0,6.0
669481,2022-12,2,0.38,4.0,3,3,6.4,93.6,0.0,2.0
669481,2023-02,2,0.39,4.0,4,3,7.36,92.64,30.36,2.0
669481,2023-03,1,0.18,3.0,3,2,32.11,67.89,0.0,3.0
669481,2023-04,1,0.16,2.0,1,1,0.0,100.0,0.0,2.0
669481,2023-05,1,0.31,3.33,4,3,9.2,90.8,0.0,3.33
669481,2023-06,1,0.14,3.0,3,3,41.02,58.98,0.0,3.0
669481,2023-07,2,0.21,6.0,6,5,61.19,38.81,25.2,3.0
669481,2023-08,1,0.21,4.0,2,2,41.5,58.5,0.0,4.0
669481,2023-09,1,0.18,3.0,2,2,32.11,67.89,0.0,3.0
669481,2023-10,1,0.14,1.17,2,2,0.0,100.0,0.0,1.17
670303,2023-07,2,2.16,19.0,2,1,0.0,100.0,0.0,9.5
670303,2023-08,2,3.0,25.0,1,1,0.0,100.0,0.0,12.5
670303,2023-09,3,4.29,37.0,3,2,0.0,100.0,0.0,12.33
670303,2023-10,1,1.44,12.0,2,2,0.0,100.0,0.0,12.0
671299,2022-11,1,0.36,3.0,2,2,0.0,100.0,0.0,3.0
671299,2022-12,1,0.24,2.0,1,1,0.0,100.0,0.0,2.0
671299,2023-02,1,0.39,3.25,1,1,0.0,100.0,0.0,3.25
671299,2023-03,3,1.68,14.0,2,2,0.0,100.0,0.0,4.67
671299,2023-04,1,0.36,3.0,2,2,0.0,100.0,0.0,3.0
671299,2023-05,1,0.65,5.42,2,2,0.0,100.0,0.0,5.42
671299,2023-08,1,0.31,4.17,3,2,15.39,84.61,0.0,4.17
671299,2023-09,2,0.52,4.33,1,1,0.0,100.0,0.0,2.17
671299,2023-10,1,0.44,3.67,2,2,0.0,100.0,0.0,3.67
673257,2022-11,4,5.2,47.0,8,4,40.81,59.19,2.25,11.75
673257,2022-12,6,5.54,49.0,12,7,40.78,59.22,2.11,8.17
673257,2023-01,2,2.44,22.0,8,5,53.89,42.62,8.13,11.0
673257,2023-02,2,2.31,20.0,7,4,34.4,65.6,10.13,10.0
673257,2023-03,4,2.54,23.0,11,6,44.7,48.83,11.08,5.75
673257,2023-04,4,2.13,18.0,5,3,26.68,73.32,0.0,4.5
673257,2023-05,3,1.92,20.0,12,6,36.81,54.31,4.44,6.67
673257,2023-06,2,1.66,15.0,7,5,34.29,57.99,7.72,7.5
673257,2023-07,2,1.61,14.0,7,5,40.41,59.59,0.0,7.0
673257,2023-08,4,3.83,34.0,11,6,48.75,49.03,5.28,8.5
673257,2023-09,3,2.33,20.0,7,4,24.37,75.63,0.0,6.67
673257,2023-10,5,3.81,33.0,10,6,29.77,66.08,7.13,6.6
674121,2022-11,1,0.38,10.0,7,4,57.02,31.72,30.77,10.0
674121,2022-12,4,0.93,14.0,9,6,13.19,73.1,0.0,3.5
674121,2023-01,2,0.39,5.0,4,4,38.08,61.92,12.69,2.5
674121,2023-02,4,0.99,12.0,9,7,10.75,84.93,16.86,3.0
674121,2023-03,3,0.76,15.0,9,5,47.1,47.16,5.74,5.0
674121,2023-04,2,0.23,2.0,2,2,49.25,50.75,50.75,1.0
674121,2023-05,2,0.3,4.0,3,3,19.13,80.87,0.0,2.0
674121,2023-06,2,0.48,10.0,6,4,41.28,49.87,5.9,5.0
674121,2023-07,2,0.36,13.0,5,3,88.3,0.0,0.0,6.5
674121,2023-08,2,0.52,16.0,6,6,100.0,0.0,29.61,8.0
674121,2023-09,4,1.51,29.0,12,8,38.49,47.51,18.93,7.25
674121,2023-10,2,0.58,11.0,7,6,43.79,41.19,27.95,5.5
679315,2022-11,3,69.17,580.0,3,3,2.85,97.15,0.0,193.33
679315,2022-12,5,39.0,325.0,3,3,0.0,100.0,0.0,65.0
679315,2023-01,8,220.15,1840.0,5,3,0.27,99.15,0.59,230.0
679315,2023-02,6,72.0,600.0,3,3,0.0,100.0,0.0,100.0
679315,2023-03,5,42.23,352.0,3,2,0.54,99.46,0.0,70.4
679315,2023-04,3,18.0,150.0,1,1,0.0,100.0,0.0,50.0
679315,2023-06,2,12.2,102.0,3,2,5.58,94.42,0.0,51.0
679315,2023-07,3,9.48,79.0,2,2,0.0,100.0,0.0,26.33
679315,2023-08,2,7.44,62.0,1,1,0.0,100.0,0.0,31.0
679315,2023-09,2,17.16,143.0,2,2,0.0,100.0,0.0,71.5
679315,2023-10,1,9.96,83.0,4,3,0.0,100.0,0.0,83.0
681621,2022-11,4,17.51,184.0,10,5,83.35,0.0,39.39,46.0
681621,2022-12,3,19.65,215.0,17,6,83.42,0.0,28.1,71.67
681621,2023-01,2,7.99,90.0,2,2,55.41,0.0,44.59,45.0
681621,2023-02,4,11.68,123.0,14,8,87.38,0.0,21.4,30.75
681621,2023-03,5,14.45,153.0,3,3,58.88,0.0,56.78,30.6
681621,2023-04,3,22.13,225.0,12,5,68.92,0.0,31.78,75.0
681621,2023-05,4,21.35,223.0,17,6,73.5,0.0,40.71,55.75
681621,2023-06,4,12.04,116.0,10,6,78.95,0.0,30.23,29.0
681621,2023-07,3,8.34,87.0,8,6,69.97,0.0,68.77,29.0
681621,2023-08,4,12.82,136.0,13,6,63.86,0.0,61.05,34.0
681621,2023-09,4,14.75,155.0,6,3,61.59,0.0,61.51,38.75
681621,2023-10,3,11.48,116.0,8,6,66.72,0.0,54.04,38.67
682535,2022-11,2,0.33,4.0,3,2,75.51,24.49,7.38,2.0
682535,2022-12,4,3.06,53.0,17,9,38.24,54.75,22.83,13.25
682535,2023-01,2,0.47,19.0,10,5,90.62,0.0,42.45,9.5
682535,2023-02,2,2.24,24.0,7,6,8.87,91.13,1.27,12.0
682535,2023-03,3,1.55,15.0,6,3,53.45,46.55,0.0,5.0
682535,2023-04,2,0.22,4.08,5,4,20.08,79.92,11.35,2.04
682535,2023-05,1,0.1,4.0,3,2,100.0,0.0,100.0,4.0
682535,2023-06,1,0.38,5.0,4,4,15.1,63.84,21.07,5.0
682535,2023-07,1,0.14,5.0,5,5,100.0,0.0,38.36,5.0
682535,2023-08,2,1.13,17.25,12,8,40.69,59.31,23.42,8.63
682535,2023-09,1,0.23,5.0,2,2,48.61,51.39,0.0,5.0
682535,2023-10,2,1.32,12.0,3,2,0.0,100.0,8.85,6.0
682667,2022-11,5,3.76,34.0,6,3,18.88,81.12,0.76,6.8
682667,2022-12,3,2.06,20.0,8,6,14.53,85.47,7.07,6.67
682667,2023-01,2,0.84,8.0,6,4,13.53,76.31,24.1,4.0
682667,2023-02,4,3.65,35.5,10,5,36.74,63.26,1.45,8.88
682667,2023-03,3,1.72,17.0,5,4,71.59,28.41,0.0,5.67
682667,2023-04,2,3.02,27.0,8,6,7.28,92.72,4.69,13.5
682667,2023-05,1,0.88,8.0,3,2,0.0,100.0,0.0,8.0
682667,2023-07,2,0.66,7.0,2,1,8.64,91.36,0.0,3.5
682667,2023-08,1,0.63,6.0,3,2,4.52,95.48,0.0,6.0
682667,2023-09,4,3.09,27.0,3,2,0.0,100.0,0.0,6.75
682667,2023-10,2,1.13,13.0,4,2,7.52,92.48,0.0,6.5
682755,2022-11,3,3.47,30.0,2,2,39.28,60.72,60.72,10.0
682755,2022-12,2,7.2,60.0,1,1,0.0,100.0,0.0,30.0
682755,2023-01,1,2.63,23.0,3,3,0.0,90.27,54.3,23.0
682755,2023-03,1,1.2,10.0,1,1,0.0,100.0,0.0,10.0
682755,2023-05,2,2.64,22.0,3,3,0.0,100.0,0.0,11.0
682755,2023-07,3,10.17,85.0,2,2,0.0,100.0,11.5,28.33
682755,2023-09,4,4.06,33.83,1,1,0.0,100.0,0.0,8.46
683287,2022-11,5,2.58,23.0,4,3,2.2,97.8,1.1,4.6
683287,2022-12,3,1.8,15.0,2,2,0.0,100.0,0.0,5.0
683287,2023-01,3,1.56,13.0,4,4,0.0,100.0,0.0,4.33
683287,2023-02,3,1.64,16.0,6,5,4.96,95.04,3.23,5.33
683287,2023-03,4,1.72,16.0,5,5,9.15,90.85,0.0,4.0
683287,2023-04,3,1.44,12.0,2,2,0.0,100.0,0.0,4.0
683287,2023-05,3,1.92,16.0,3,3,0.0,100.0,0.0,5.33
683287,2023-06,3,1.41,15.0,5,4,6.69,93.31,2.01,5.0
